image,question,answer
image3296,Does gross show white skin close-up view quite good?,no
image3296,Does this image show white skin close-up view quite good?,yes
image3296,What does this image show?,white skin close-up view quite good
image3297,Does this image show portion of body with extensive skin desquamation same as in 907?,yes
image3297,Does yellow color show portion of body with extensive skin desquamation same as in 907?,no
image3297,Where is this?,skin
image3297,What does this image show?,portion of body with extensive skin desquamation same as in 907
image3298,What does this image show?,close-up photo quite good
image3298,Does this image show close-up photo quite good?,yes
image3298,Does spina bifida show close-up photo quite good?,no
image3298,What is present?,petechiae
image3298,Is petechiae present?,yes
image3298,Is glomerulosa present?,no
image3298,Where is this?,skin
image3299,"Does this image show skin, neurofibromatosis?",yes
image3299,"Does larynx show skin, neurofibromatosis?",no
image3299,Where is this?,skin
image3299,What does this image show?,skin
image3300,Is petechiae present?,yes
image3300,What does this image show?,close-up photo very good
image3300,Does this image show close-up photo very good?,yes
image3300,Does amebiasis show close-up photo very good?,no
image3300,What is present?,petechiae
image3300,Is antitrypsin present?,no
image3300,Where is this?,skin
image3301,Where is this?,skin
image3301,How does thigh at autopsy ecchymose?,with necrotizing centers 
image3301,What ecchymoses with necrotizing centers?,thigh at autopsy
image3301,What does this image show?,thigh at autopsy ecchymoses with necrotizing centers
image3302,Does view of thighs and legs at autopsy ecchymose with central necrosis?,yes
image3302,Does hearts ecchymose with central necrosis?,no
image3302,What does this image show?,view of thighs and legs at autopsy ecchymoses with central necrosis and ulceration looks like pyoderma gangrenosum
image3302,What looks like pyoderma gangrenosum?,ulceration
image3302,What does ulceration look?,like pyoderma gangrenosum
image3302,Where is this?,skin
image3302,What ecchymoses with central necrosis?,view of thighs and legs at autopsy
image3302,How does view of thighs and legs at autopsy ecchymose?,with central necrosis 
image3303,Where is this?,skin
image3303,"Does lesion of myocytolysis show skin, kaposis 's sarcoma?",no
image3303,"Does this image show skin, kaposis 's sarcoma?",yes
image3303,What does this image show?,skin
image3304,Is metastatic melanoma sure what it looks like?,no
image3304,What does this image show?,close-up of bullous skin lesions and peeling of skin
image3304,Is toxic epidermal necrolysis present?,yes
image3304,Is large cell lymphoma present?,no
image3304,Where is this?,skin
image3304,How is this  what it looks like?,sure
image3304,Does lymphoblastic lymphoma show close-up of bullous skin lesions and peeling of skin?,no
image3304,What is correct diagnosis as i do not have protocol?,this
image3304,How is this  diagnosis as i do not have protocol?,correct
image3304,Is this correct diagnosis as i do not have protocol?,yes
image3304,Is hilar cell tumor correct diagnosis as i do not have protocol?,no
image3304,What is present?,toxic epidermal necrolysis
image3304,What is sure what it looks like?,this
image3304,What is this it looks like?,sure what
image3304,Is this sure what it looks like?,yes
image3304,What is this?,correct diagnosis as i do not have protocol
image3304,Does this image show close-up of bullous skin lesions and peeling of skin?,yes
image3305,What does this image show?,cellulitis
image3305,Does foot show cellulitis?,no
image3305,Where is this?,skin
image3305,Does this image show cellulitis?,yes
image3306,What does this image show?,verruca vulgaris
image3306,Does this image show verruca vulgaris?,yes
image3306,Does lymph node show verruca vulgaris?,no
image3306,Where is this?,skin
image3307,Does this image show cryptococcal dematitis?,yes
image3307,What does this image show?,cryptococcal dematitis
image3307,Does typical tuberculous exudate show cryptococcal dematitis?,no
image3307,Where is this?,skin
image3308,Do metastatic lung carcinoma burn?,no
image3308,Do thermal burn?,yes
image3308,What does this image show?,thermal burn
image3308,Where is this?,skin
image3308,Does yellow color show thermal burn?,no
image3308,Does this image show thermal burn?,yes
image3308,What burn?,thermal
image3309,Do thermal burn?,yes
image3309,Do yellow color burn?,no
image3309,Does this image show thermal burn?,yes
image3309,Does abruption show thermal burn?,no
image3309,Where is this?,skin
image3309,What burn?,thermal
image3309,What does this image show?,thermal burn
image3310,Is another fiber other frame present?,no
image3310,What is well shown?,close-up of typical lesions perspective of elevated pasted on lesions
image3310,What is close-up of typical lesions perspective of elevated pasted on lesions shown?,lesions well
image3310,Is close-up of typical lesions perspective of elevated pasted on lesions well shown?,yes
image3310,Is 4 month old child several slides from this case well shown?,no
image3310,What does this image show?,close-up of typical lesions perspective of elevated pasted on lesions is well shown
image3310,Does craniopharyngioma show close-up of typical lesions perspective of elevated pasted on lesions is well shown?,no
image3310,What is present?,seborrheic keratosis
image3310,Is seborrheic keratosis present?,yes
image3310,Where is this?,skin
image3310,Does this image show close-up of typical lesions perspective of elevated pasted on lesions is well shown?,yes
image3311,What removed shows size of organs quite well and renal facies ?,opened dysmorphic body with all except kidneys
image3311,What is present of Kidneys?,polycystic Disease
image3311,What removed shows size of organs quite well and renal facies?,opened dysmorphic body with all except kidneys
image3311,What is opened dysmorphic body with all organs except kidneys removed?,shows size of quite well and renal facies
image3311,Is opened dysmorphic body with all organs except kidneys removed shows size of organs quite well and renal facies?,yes
image3311,Does this image show opened dysmorphic body with all organs except kidneys removed shows size of organs quite well and renal facies?,yes
image3311,What is present of Kidneys?,polycystic Disease
image3311,Is polycystic Disease of Kidneys present?,yes
image3311,Is retroperitoneal leiomyosarcoma of Kidneys present?,no
image3311,What is opened dysmorphic body with all organs except kidneys removed?,shows size of quite well and renal facies
image3312,Is leiomyosarcoma present?,no
image3312,What does this image show?,posterior view of body lesions mostly in head neck and thorax
image3312,Does this image show posterior view of body lesions mostly in head neck and thorax?,yes
image3312,Does mesothelioma show posterior view of body lesions mostly in head neck and thorax?,no
image3312,What is present?,lymphangiomatosis
image3312,Is lymphangiomatosis present?,yes
image3312,What is present ?,Lymphangiomatosis
image3313,"Does mesothelioma show hand, gunshot entrance wound, intermediate range, powder burns freckling?",no
image3313,"Does this image show hand, gunshot entrance wound, intermediate range, powder burns freckling?",yes
image3313,What does this image show?,hand
image3314,What appear too short has six digits?,a barely seen vascular mass extruding from occipital region of skull arms and legs
image3314,How many digits do a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short has?,six
image3314,What do a barely seen vascular mass extruding from occipital region of skull arms and legs appear?,too short has six digits
image3314,Do a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short has six digits?,yes
image3314,What does this image show?,lateral view of body with renal facies no neck
image3314,Does this image show lateral view of body with renal facies no neck?,yes
image3314,Does peritoneum show lateral view of body with renal facies no neck?,no
image3314,What is present of Kidneys?,polycystic Disease
image3314,Is acid of Kidneys present?,no
image3314,Is polycystic Disease of Kidneys present?,yes
image3314,What has six digits ?,lateral view of body with renal facies no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short
image3314,What does lateral view of body with renal facies no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short have?,six digits
image3314,What is present of Kidneys?,polycystic Disease
image3314,What appear too short ?,no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs
image3315,What is the best photo to illustrate this case externally ?,this
image3315,Is Cephalothoracopagus Janiceps present?,yes
image3315,What is present?,Cephalothoracopagus Janiceps
image3315,Is this the best photo to illustrate this case externally?,yes
image3315,What is this to illustrate this case externally?,the best photo
image3315,What is the best photo to illustrate this case externally?,this
image3315,What does this image show?,conjoined twins at head and chest
image3315,Does this image show conjoined twins at head and chest?,yes
image3315,What is present ?,Cephalothoracopagus Janiceps
image3315,What is this to illustrate this case externally ?,the best photo
image3316,What is present ?,Anencephaly
image3316,Is liver with tuberculoid granuloma in glissons present?,no
